Object Full Name,Diameter (km),Albedo,Rotation Period (hrs),Absolute Magnitude Parameter,Epoch of Oscillation in Julian Day Form,Eccentricity,Semi-Major Axis (au),Perihelion Distance (au),Inclination (degrees),Longitude of Ascending Node (deg),Argument of Perihelion (deg),Mean Anomaly (deg),Aphelion distance (au),Mean motion (deg/day),Earth Minimum Orbit Intersection Distance (au),Potentially Hazardous Asteroid
403039 (2008 AE),,,,19.86,2459800.5,0.1308,1.276,1.109,11.57,132.13,26.99,8.36,1.44,0.6837,0.134,0
403247 (2008 XO2),,,,19.26,2459800.5,0.3172,1.686,1.151,9.47,39.06,197.02,291.99,2.22,0.4501,0.147,0
404108 (2012 SF51),,,,15.47,2459800.5,0.6877,2.503,0.782,20.8,1.14,156.65,94.08,4.22,0.2489,0.166,0
405189 (2003 BO1),,,,20.85,2459800.5,0.0805,1.329,1.222,13.7,140.8,2.85,259.2,1.44,0.6436,0.236,0
405427 (2004 ST9),,,5.203,18.07,2459800.5,0.4382,2.245,1.261,12.23,195.02,60.06,184.32,3.23,0.293,0.314,0
405562 (2005 OJ3),,,,18.23,2459800.5,0.5441,2.7,1.231,4.51,238.31,155.94,264.03,4.17,0.2222,0.241,0
406952 (2009 KJ),0.772,0.429,,17.19,2459800.5,0.7174,1.241,0.351,32.96,12.5,67.11,239.73,2.13,0.713,0.0878,0
407324 (2010 OB101),0.281,0.141,,20.58,2459800.5,0.5221,1.617,0.773,9.12,260.95,334.33,340.64,2.46,0.4794,0.111,0
407338 (2010 RQ30),,,,18.17,2459800.5,0.476,1.584,0.83,4.92,137.45,7.87,229.92,2.34,0.4944,0.064,0
407653 (2011 QF3),,,,17.04,2459800.5,0.5127,2.053,1,9.77,172.62,315.42,155.53,3.11,0.3351,0.0722,0
407656 (2011 SL102),,,,18.26,2459800.5,0.4914,2.201,1.119,10,59.39,52.05,83.17,3.28,0.3019,0.186,0
408751 (1987 SF3),0.399,0.278,21,19.03,2459800.5,0.5344,2.252,1.049,3.35,186.98,134.61,126.96,3.46,0.2916,0.0545,0
408752 (1991 TB2),,,,17.02,2459800.5,0.7924,2.045,0.424,7.93,291.92,199.39,168.6,3.67,0.3371,0.111,0
408869 (2001 SD348),,,,19.05,2459800.5,0.3286,1.885,1.266,14.39,202.8,89.54,62.27,2.5,0.3808,0.378,0
408980 (2002 RB126),,,16.21,18.72,2459800.5,0.7224,1.43,0.397,15.05,6.92,224.89,264.48,2.46,0.5766,0.0822,0
408982 (2002 SP),,,,20.79,2459800.5,0.6005,0.9046,0.361,20.85,350.89,169.43,291.62,1.45,1.146,0.196,0
409204 (2003 WX25),,,5.118,18.73,2459800.5,0.583,2.908,1.212,23.95,40.04,39.33,268.55,4.6,0.1988,0.29,0
409256 (2004 HO1),1.887,0.026,,18.42,2459800.5,0.5208,2.207,1.057,25.77,43.37,265.15,177.33,3.36,0.3007,0.333,0
409266 (2004 RK9),,,,21.31,2459800.5,0.4259,1.836,1.054,6.23,354.79,284.31,96.61,2.62,0.3962,0.11,0
409342 (2004 XM35),,,,19.95,2459800.5,0.3006,1.837,1.285,5.36,119.06,322.96,25.79,2.39,0.3958,0.308,0
409934 (2006 UG64),,,,18.6,2459800.5,0.3702,1.898,1.195,20.98,152.44,202.92,22.12,2.6,0.3771,0.204,0
410088 (2007 EJ),1.032,0.095,4.5569,18.22,2459800.5,0.6295,2.501,0.927,8.33,61.75,3.57,337.22,4.08,0.2492,0.0567,0
410195 (2007 RT147),,,48.05,18.38,2459800.5,0.4669,2.291,1.221,3.83,99.12,345.24,70.95,3.36,0.2842,0.239,0
410622 (2008 QF),,,,21.75,2459800.5,0.3771,2.078,1.294,3.79,192.56,136.49,237.64,2.86,0.3291,0.288,0
410649 (2008 SO),,,,20.79,2459800.5,0.2336,1.331,1.02,7.14,191.04,72.07,88.9,1.64,0.6418,0.0905,0
410650 (2008 SQ1),,,47.3,18.53,2459800.5,0.5843,2.953,1.227,6.72,269.85,150.99,250.14,4.68,0.1943,0.249,0
410777 (2009 FD),0.472,0.01,4,22.18,2459800.5,0.4929,1.164,0.59,3.13,9.27,281.56,188.53,1.74,0.7849,0.00198,0
410832 (2009 QO8),,,,19.22,2459800.5,0.3417,1.883,1.239,33,341.74,256.99,56.69,2.53,0.3816,0.463,0
411201 (2010 LJ14),0.658,0.31,113,17.82,2459800.5,0.3417,1.626,1.071,12.03,177.38,295.41,59.28,2.18,0.4753,0.173,0
411280 (2010 SL13),,,7.79,19.3,2459800.5,0.4139,2.005,1.175,3.04,195.93,266.83,11.83,2.84,0.3471,0.202,0
411611 (2011 QF14),0.358,0.415,,18.75,2459800.5,0.4833,2.025,1.046,3.4,138.29,297.28,242.95,3,0.342,0.0819,0
411655 (2011 WW4),,,,18.56,2459800.5,0.4214,2.163,1.251,7.61,318.38,9.11,175.28,3.07,0.3099,0.24,0
412976 (1987 WC),,,,19.89,2459800.5,0.2339,1.362,1.044,15.84,51.82,308.38,340.97,1.68,0.6199,0.116,0
412977 (1990 UO),,,,19.59,2459800.5,0.773,1.257,0.285,31.58,205.59,333.51,131.18,2.23,0.6992,0.205,0
412995 (1999 LP28),,,,20.06,2459800.5,0.0906,1.219,1.109,16.31,87.94,307.15,297.19,1.33,0.7323,0.158,0
413002 (1999 VG22),,,4.887,18.89,2459800.5,0.3296,1.647,1.104,2.85,271.27,222.81,221.99,2.19,0.4665,0.125,0
413021 (2000 SY162),,,,19.45,2459800.5,0.457,2.295,1.246,7.67,213.2,188,94.26,3.34,0.2834,0.255,0
413038 (2001 MF1),1.237,0.301,6.569,16.96,2459800.5,0.5775,2.649,1.119,23.98,288.61,76.59,301.5,4.18,0.2286,0.34,0
413091 (2001 UV16),,,,18.24,2459800.5,0.5036,2.188,1.086,38.06,30.72,92.43,106.28,3.29,0.3045,0.444,0
413123 (2001 XS1),1.258,0.03,,19,2459800.5,0.5564,2.669,1.184,10.94,266.92,164.78,268.35,4.15,0.226,0.205,0
413192 (2002 VY94),2.16,0.043,,16.9,2459800.5,0.6566,3.246,1.115,9.12,280.86,233.32,104.01,5.38,0.1685,0.177,0
413216 (2003 MA),,,,19.03,2459800.5,0.3016,1.641,1.146,21.96,96,158.22,36.52,2.14,0.4687,0.146,0
413421 (2004 VA15),1.9,0.023,,18.32,2459800.5,0.5844,2.906,1.208,17.82,34.68,332.23,220.52,4.6,0.1989,0.238,0
413563 (2005 TG45),,,,17.58,2459800.5,0.3723,0.6814,0.428,23.33,273.43,230.43,191.14,0.94,1.752,0.197,0
413820 (2006 QR89),0.659,0.049,,19.65,2459800.5,0.3669,1.889,1.196,9.24,166.37,263.71,356.9,2.58,0.3796,0.272,0
414429 (2009 DC43),2.866,0.015,,18.04,2459800.5,0.4897,1.8,0.919,20.84,84.24,172.81,174.91,2.68,0.4082,0.0942,0
414532 (2009 SM103),,,,16.84,2459800.5,0.5544,2.842,1.266,12.69,300.31,26.29,254.97,4.42,0.2057,0.269,0
414586 (2009 UV18),0.996,0.709,,16.16,2459800.5,0.6325,3.175,1.167,8.34,86.78,62.63,79.59,5.18,0.1743,0.225,0
414746 (2010 EH20),1.8,0.019,,17.98,2459800.5,0.5224,2.624,1.253,23.85,120.68,207.74,291.99,3.99,0.2319,0.271,0
414772 (2010 OC103),1.466,0.019,,19.09,2459800.5,0.6722,1.195,0.392,23.12,17.95,178.3,210.42,2,0.7549,0.333,0
414800 (2010 SV3),,,,20.76,2459800.5,0.515,1.512,0.733,6.19,24.14,224.39,187.26,2.29,0.5303,0.0558,0
414903 (2010 XT45),,,,17.48,2459800.5,0.2776,1.605,1.16,13.63,202.45,88.98,35.58,2.05,0.4846,0.286,0
414960 (2011 CS4),,,,20.03,2459800.5,0.3273,1.608,1.082,7.7,287.52,105.82,304.95,2.13,0.4834,0.157,0
415027 (2011 SG5),,,,18.36,2459800.5,0.3862,1.31,0.804,26.62,229.8,26.57,132.77,1.82,0.6575,0.172,0
415267 (2013 BQ45),,,,18.35,2459800.5,0.476,2.346,1.229,15.61,339.19,235.37,214.73,3.46,0.2743,0.309,0
415710 (1998 WC2),,,,18.55,2459800.5,0.5593,2.557,1.127,26.6,208.13,270.5,279.15,3.99,0.241,0.443,0
415711 (1998 WT7),0.346,0.371,,19.07,2459800.5,0.11,1.152,1.025,40.7,248.26,235.97,22.45,1.28,0.7972,0.0863,0
415715 (1999 AU23),,,,18.14,2459800.5,0.4101,2.163,1.276,20.44,293.55,118,162.66,3.05,0.3099,0.405,0
415746 (2000 JN10),,,,17.98,2459800.5,0.4293,2.258,1.288,21.45,47.11,254.64,172,3.23,0.2905,0.443,0
415949 (2001 XY10),,,43.5,19.39,2459800.5,0.3873,0.8716,0.534,30.99,92.94,219.69,243.27,1.21,1.211,0.059,0
415986 (2002 AT5),1.072,0.088,,18.03,2459800.5,0.5459,2.668,1.212,25.78,332.36,181.22,247.27,4.12,0.2261,0.224,0
415987 (2002 AE9),,,,19.17,2459800.5,0.4361,1.122,0.633,37.89,127.47,129.18,22.52,1.61,0.829,0.202,0
416002 (2002 BN),,,,20.48,2459800.5,0.5463,0.875,0.397,27.75,115.76,147.25,300.32,1.35,1.204,0.0908,0
416032 (2002 EX11),,,,20.81,2459800.5,0.4091,1.887,1.115,2.51,186.97,315.45,322.26,2.66,0.3804,0.132,0
416071 (2002 NV),0.803,0.189,17.7,18.03,2459800.5,0.6165,2.667,1.023,22.27,294.25,271.82,244.2,4.31,0.2262,0.309,0
416186 (2002 TD60),,,2.8513,19.43,2459800.5,0.0826,1.202,1.103,7.41,62.63,343.74,356.04,1.3,0.7478,0.117,0
416217 (2002 VD118),,,,20.57,2459800.5,0.1436,1.428,1.222,14.25,35.19,66.42,164.85,1.63,0.5779,0.299,0
416224 (2002 XM90),,,7.666,18.08,2459800.5,0.3785,1.791,1.113,20.18,81.57,80.82,36.56,2.47,0.4114,0.317,0
416231 (2003 AJ73),,,9.5708,18.67,2459800.5,0.3501,1.812,1.177,9.78,4.87,168.86,343.74,2.45,0.4042,0.185,0
416283 (2003 MM),,,,21.62,2459800.5,0.2564,1.053,0.783,8.54,127.62,19.83,345.35,1.32,0.9118,0.131,0
416567 (2004 EB),2.538,0.036,,17.13,2459800.5,0.6586,3.115,1.064,21.11,21.11,238.31,93.92,5.17,0.1792,0.205,0
416584 (2004 JB12),,,16.51,18.98,2459800.5,0.5158,2.188,1.059,8.44,151.99,152.28,202.81,3.32,0.3045,0.0673,0
416675 (2004 XJ3),,,,17.76,2459800.5,0.5578,2.866,1.267,35.97,242.04,153.59,231,4.47,0.2031,0.317,0
416680 (2004 XD50),,,,18.56,2459800.5,0.3774,1.825,1.136,20.65,106.04,63.8,10.86,2.51,0.3998,0.278,0
416694 (2004 YR32),2.292,0.031,50.3,17.69,2459800.5,0.6996,3.067,0.921,20.46,90.14,88.87,97.29,5.21,0.1835,0.244,0
416804 (2005 GP128),,,3.266,18.73,2459800.5,0.5754,2.704,1.148,5.29,166.8,116.49,298.79,4.26,0.2216,0.158,0
416851 (2005 MM13),,,,19.02,2459800.5,0.3182,1.695,1.156,22.99,100.55,254.78,215.57,2.23,0.4467,0.31,0
417167 (2005 WH57),,,,19.32,2459800.5,0.3681,1.708,1.079,40.46,262.08,125.41,197.97,2.34,0.4415,0.217,0
417201 (2005 XM4),,,,19.74,2459800.5,0.064,1.304,1.22,34.14,81.87,345.45,68.09,1.39,0.6621,0.239,0
417210 (2005 XV77),,,,20.54,2459800.5,0.4142,0.7842,0.459,16.85,282.24,9.27,117.41,1.11,1.419,0.0973,0
417264 (2006 AT2),1.93,0.062,,17.14,2459800.5,0.6032,2.703,1.072,21.15,144.02,39.16,229.86,4.33,0.2218,0.153,0
417581 (2006 VA3),,,,17.29,2459800.5,0.6781,1.603,0.516,53.36,312.95,307.77,228.02,2.69,0.4856,0.293,0
417655 (2006 YF13),,,,19.92,2459800.5,0.4034,0.9188,0.548,10.53,205.26,95.44,23.54,1.29,1.119,0.0809,0
417874 (2007 NC5),,,,18.12,2459800.5,0.8875,2.444,0.275,19.33,165.85,20.54,351.08,4.61,0.2579,0.198,0
418198 (2008 CN70),,,,18.95,2459800.5,0.3796,0.8518,0.528,24.45,150.69,114.34,59.23,1.18,1.254,0.0892,0
418233 (2008 DV),,,,18.36,2459800.5,0.4513,1.731,0.95,31.31,308.98,258.52,85.56,2.51,0.4329,0.216,0
418265 (2008 EA32),,,,16.49,2459800.5,0.305,0.6159,0.428,28.27,100.95,181.84,165.74,0.8,2.039,0.178,0
418797 (2008 VF),0.789,0.063,7.35,19.41,2459800.5,0.3257,0.9059,0.611,26.2,234.41,3.26,158.69,1.2,1.143,0.21,0
418846 (2008 WJ60),,,,21.38,2459800.5,0.2916,1.599,1.132,16.69,259.43,170,287.53,2.06,0.4876,0.151,0
418896 (2009 AK15),,,4.3,19.49,2459800.5,0.4291,1.31,0.748,13.84,186.8,6.46,339.65,1.87,0.6573,0.208,0
418900 (2009 BE2),,,,19.22,2459800.5,0.3536,1.56,1.008,23.43,93.08,138.27,234.15,2.11,0.506,0.0576,0
418929 (2009 DM1),1.432,0.137,4.59,16.98,2459800.5,0.6409,2.892,1.038,15.21,197.59,219.71,271.19,4.75,0.2004,0.109,0
419022 (2009 QF31),,,4.84,18.41,2459800.5,0.1427,1.485,1.273,42.41,336.25,167.87,253.67,1.7,0.5448,0.288,0
419464 (2010 CC180),,,,18.72,2459800.5,0.3223,1.873,1.27,15.25,352.33,216.96,283.39,2.48,0.3845,0.302,0
419829 (2010 XK52),,,,17.98,2459800.5,0.5217,2.567,1.228,15.38,290.55,211.59,288.68,3.91,0.2396,0.272,0
419922 (2011 BJ24),,,,17.71,2459800.5,0.6416,2.403,0.861,8.09,191.07,188.84,46.23,3.95,0.2645,0.0903,0
420048 (2011 DL19),,,,18.9,2459800.5,0.4122,1.609,0.946,28.2,274.11,293.78,192.51,2.27,0.4829,0.106,0
420187 (2011 GA55),,,2.578,18.19,2459800.5,0.4837,2.167,1.119,8.72,319.81,316.97,174.24,3.22,0.3089,0.138,0
420262 (2011 KD11),,,,20.16,2459800.5,0.4227,1.588,0.917,17.12,257.49,253.45,256.98,2.26,0.4926,0.115,0
420286 (2011 RZ),,,,18.65,2459800.5,0.5326,2.132,0.996,36.59,332.07,278.4,229.37,3.27,0.3166,0.302,0
420302 (2011 XZ1),,,26.98,17.8,2459800.5,0.4609,2.139,1.153,6.66,273.69,36.35,234,3.12,0.3151,0.153,0
420591 (2012 HF31),,,,19.52,2459800.5,0.4428,1.554,0.866,9.11,325.73,30.37,9.19,2.24,0.5089,0.0675,0
420738 (2012 TS),,,3.57,20.84,2459800.5,0.1134,0.9898,0.878,16.46,190.77,20.6,143.44,1.1,1.001,0.0907,0
422637 (1985 WA),,,,18.14,2459800.5,0.6095,2.827,1.104,9.83,43.37,351.49,248.42,4.55,0.2073,0.114,0
422638 (1994 CB),0.193,0.195,8.676,21.1,2459800.5,0.1451,1.149,0.983,18.26,310.64,288.49,322.44,1.32,0.7998,0.0557,0
422659 (1998 LD),,,,20.08,2459800.5,0.1734,1.443,1.193,22.5,247.18,347.82,356.19,1.69,0.5688,0.183,0
422977 (2003 MV7),,,,20.11,2459800.5,0.2393,1.657,1.26,10.38,136.37,200.56,314.98,2.05,0.4622,0.255,0
423022 (2003 TJ2),,,,18.98,2459800.5,0.4741,1.318,0.693,17.45,341.47,299,198.74,1.94,0.6512,0.112,0
423100 (2004 BX1),,,,18.45,2459800.5,0.8376,2.412,0.392,19.46,92.79,168.85,327.19,4.43,0.2631,0.288,0
423210 (2004 RD84),,,,19.15,2459800.5,0.4155,1.82,1.064,24.25,331.27,100.32,57.34,2.58,0.4013,0.299,0
423747 (2006 CX),,,3.2,19,2459800.5,0.2964,1.714,1.206,28.97,354.79,160.93,120.22,2.22,0.4394,0.226,0
424089 (2007 DU103),2.314,0.027,,17.58,2459800.5,0.5005,2.463,1.231,23.2,338.25,294.61,298.59,3.7,0.2549,0.374,0
424392 (2007 YJ),0.239,0.054,,22.13,2459800.5,0.2799,1.103,0.795,3.31,28.92,199.27,98.92,1.41,0.8504,0.051,0
424532 (2008 EZ97),,,,18.01,2459800.5,0.4738,2.412,1.269,8.48,68.75,197.24,285.57,3.55,0.2631,0.257,0
424965 (2009 AM15),,,,18.75,2459800.5,0.487,0.8125,0.417,28.87,166.18,131.49,344.77,1.21,1.346,0.0515,0
424969 (2009 BT5),,,,20.64,2459800.5,0.1294,1.324,1.152,21.22,130.5,73.32,261.15,1.49,0.6472,0.254,0
425047 (2009 QE8),,,,18.07,2459800.5,0.4415,2.206,1.232,8.49,334.07,295.59,14.3,3.18,0.3008,0.259,0
425250 (2009 WG54),,,,21.18,2459800.5,0.288,1.563,1.113,13.02,64.35,85.9,121.91,2.01,0.5042,0.258,0
425450 (2010 EV45),,,3.52,19.6,2459800.5,0.3703,1.85,1.165,7.94,125.82,118.24,309.93,2.54,0.3916,0.195,0
425713 (2011 BK24),,,6.01,19.57,2459800.5,0.2239,1.559,1.21,8.76,6,209.54,267.1,1.91,0.5065,0.218,0
426071 (2012 CD29),,,,19.94,2459800.5,0.6486,1.025,0.36,19.29,144.72,152.42,318.01,1.69,0.9492,0.13,0
426082 (2012 DG31),,,,20.07,2459800.5,0.1273,1.353,1.18,20.27,135.01,332.18,282.93,1.52,0.6265,0.21,0
427499 (2002 CZ58),,,,19.21,2459800.5,0.4643,2.189,1.172,18.83,339.28,88.2,144.65,3.2,0.3044,0.383,0
427621 (2003 UN12),,,,18.45,2459800.5,0.4032,2.158,1.288,6.9,40.49,258,24.36,3.03,0.311,0.303,0
427643 (2003 VF1),,,11.47,17.34,2459800.5,0.3786,1.675,1.041,53.59,46.98,98.57,192.44,2.31,0.4545,0.315,0
427684 (2004 DH2),,,8.962,20.29,2459800.5,0.4004,0.9443,0.566,23.02,157.3,216.12,152.64,1.32,1.074,0.126,0
427778 (2005 BE),,,,20.11,2459800.5,0.4211,0.8839,0.512,31.19,115.97,168.7,230.86,1.26,1.186,0.233,0
428086 (2006 NM),,,20,16.33,2459800.5,0.617,2.779,1.064,14.21,292.61,30.02,158.73,4.49,0.2127,0.0863,0
428223 (2006 WW),2.525,0.101,,16.16,2459800.5,0.8679,2.68,0.354,32.73,88.23,197.94,228.02,5.01,0.2247,0.414,0
428681 (2008 JA8),,,,17.98,2459800.5,0.5064,2.314,1.142,24.2,62.47,231.45,3.9,3.49,0.2799,0.239,0
428694 Saule (2008 OS9),,,8.43,19.4,2459800.5,0.648,1.601,0.564,19.14,133.41,288.31,297.48,2.64,0.4864,0.0582,0
429073 (2009 ND1),2.498,0.041,,17.15,2459800.5,0.5714,2.732,1.171,11.83,97.96,292.23,274.44,4.29,0.2182,0.264,0
429382 (2010 NW117),0.448,0.463,,18.35,2459800.5,0.5326,2.354,1.1,3.41,252.69,148.52,86.62,3.61,0.2728,0.114,0
429389 (2010 PR10),,,,21.66,2459800.5,0.176,1.198,0.987,9.16,334.46,65.27,348.66,1.41,0.7515,0.0552,0
429733 (2011 LX10),,,2.649,16.53,2459800.5,0.494,2.544,1.287,22.55,293.07,306.53,297.55,3.8,0.2429,0.376,0
429736 (2011 MB2),,,,20.25,2459800.5,0.4156,1.044,0.61,12.6,64.74,321.15,82.77,1.48,0.9239,0.104,0
429746 (2011 SA16),1.275,0.131,,17.33,2459800.5,0.5325,2.732,1.277,20.12,275.4,317.53,207.2,4.19,0.2183,0.327,0
430439 (2000 LF6),,,14.92,19.8,2459800.5,0.5922,2.954,1.205,15.59,87.58,151.36,149.91,4.7,0.1941,0.217,0
430552 (2002 HU11),,,15.66,17.99,2459800.5,0.562,2.661,1.166,20.75,115.34,174.35,218.33,4.16,0.227,0.151,0
430802 (2004 XK4),,,,21.15,2459800.5,0.3521,1.828,1.184,8.45,69.25,50.87,32.64,2.47,0.3989,0.231,0
431107 (2006 GU),1.266,0.092,,17.65,2459800.5,0.585,2.694,1.118,17.69,149.11,146.17,207.88,4.27,0.2229,0.151,0
431394 (2007 FS35),,,,19.56,2459800.5,0.3898,1.922,1.173,0.32,182.96,107.44,218.08,2.67,0.3698,0.157,0
431698 (2008 ES),,,,18.29,2459800.5,0.7569,2.296,0.558,9.12,134.25,164.76,16.24,4.03,0.2832,0.152,0
431760 (2008 HE),,,,18.11,2459800.5,0.9505,2.262,0.112,9.83,215.32,185.37,86.71,4.41,0.2897,0.0836,0
431775 (2008 JO24),,,,18.78,2459800.5,0.2908,1.8,1.277,26.66,132.83,142.94,317.57,2.32,0.408,0.307,0
431776 (2008 JQ24),,,,17.93,2459800.5,0.4307,2.281,1.298,9.59,87.81,238.24,352.63,3.26,0.2862,0.324,0
432226 (2009 HU2),,,,18.6,2459800.5,0.3221,1.601,1.085,16.71,185.28,166.52,75.54,2.12,0.4867,0.0885,0
432509 (2010 FF7),,,,19.49,2459800.5,0.828,1.405,0.242,16.18,61.04,342.51,197.41,2.57,0.5917,0.139,0
432655 (2010 XL69),,,,19.75,2459800.5,0.2104,1.53,1.208,12.67,94.61,108.64,317,1.85,0.5207,0.278,0
433303 (2013 NX),,,0.1529,22.09,2459800.5,0.1697,1.032,0.857,6.32,112.62,312.66,116.01,1.21,0.9395,0.0548,0
433939 (1995 DW1),,,,21.17,2459800.5,0.4369,1.04,0.586,15.06,348.81,327.06,195.71,1.49,0.9291,0.143,0
433960 (1999 JU6),,,,19.92,2459800.5,0.2006,1.469,1.174,22.46,220.15,69.1,339.54,1.76,0.5535,0.275,0
433992 (2000 HD74),0.827,0.144,9.36,18.04,2459800.5,0.5982,2.917,1.172,49.26,55.19,223.6,151.99,4.66,0.1979,0.274,0
434007 (2000 VH61),,,,18.49,2459800.5,0.5403,2.756,1.267,9.32,207.45,252.96,241.34,4.24,0.2154,0.332,0
434051 (2001 UW16),,,,19.69,2459800.5,0.1782,1.364,1.121,37.6,37.02,106.72,285.32,1.61,0.6186,0.242,0
434053 (2001 UP27),,,,20.72,2459800.5,0.1277,1.485,1.295,25.82,47.81,343.47,176.8,1.67,0.5446,0.311,0
434154 (2002 SL),,,,19.77,2459800.5,0.5008,2.202,1.099,6.54,138.99,152.58,55.98,3.3,0.3017,0.0954,0
434313 (2004 GP),,,,19.4,2459800.5,0.4884,0.6966,0.356,14.55,115.62,278.67,343.21,1.04,1.695,0.212,0
434344 (2004 RV10),,,,19.87,2459800.5,0.2855,1.377,0.984,36.87,161.53,272.42,325.76,1.77,0.6099,0.233,0
434500 (2005 SB71),,,,21.21,2459800.5,0.2572,1.264,0.939,13.21,200.59,100.45,356.01,1.59,0.6939,0.0864,0
434632 (2005 WE),1.15,0.019,,19.88,2459800.5,0.2514,1.151,0.862,12.36,289.93,22.65,267.09,1.44,0.7979,0.127,0
434740 (2006 GZ),0.997,0.031,,19.55,2459800.5,0.3798,1.527,0.947,12.49,25.59,292.5,153.09,2.11,0.5221,0.0834,0
434751 (2006 HV57),,,,18.55,2459800.5,0.5859,2.719,1.126,6.01,264.57,18.1,198.78,4.31,0.2198,0.114,0
434786 (2006 PW),,,,18.18,2459800.5,0.6513,1.381,0.482,35.91,132.93,325.14,235.53,2.28,0.6072,0.321,0
435058 (2006 XG2),,,,20.23,2459800.5,0.1402,1.341,1.153,20.12,81.33,189.89,194.08,1.53,0.6344,0.14,0
435138 (2007 GD49),,,,16.84,2459800.5,0.4965,2.541,1.28,30.86,44.91,296.43,220.59,3.8,0.2433,0.46,0
435302 (2007 US6),,,,18.32,2459800.5,0.448,2.221,1.226,12.39,225.44,225.47,145.22,3.22,0.2979,0.282,0
435404 (2008 AT28),0.921,0.083,,18.62,2459800.5,0.4425,2.21,1.232,8.86,130.28,263.89,202.3,3.19,0.3,0.292,0
435441 (2008 DJ5),,,,19.98,2459800.5,0.418,1.254,0.73,8.07,358.89,326.78,347.54,1.78,0.7019,0.103,0
435730 (2008 UK90),,,,18.85,2459800.5,0.3706,2.004,1.262,34.65,48.75,91.41,250.59,2.75,0.3473,0.564,0
436030 (2009 JO2),0.295,0.296,,19.42,2459800.5,0.4782,0.8884,0.464,19.63,203.43,239.71,354.6,1.31,1.177,0.0554,0
436035 (2009 KJ22),,,,20.09,2459800.5,0.4358,2.101,1.186,5.74,243.63,51.39,105.02,3.02,0.3235,0.188,0
436037 (2009 NJ),,,,18.69,2459800.5,0.6582,1.868,0.639,8.24,254.41,132.78,11.36,3.1,0.3859,0.0803,0
436094 (2009 SC229),,,,19.13,2459800.5,0.4738,2.144,1.128,6.93,295.25,22.81,56.52,3.16,0.314,0.121,0
436116 (2009 TB3),,,,21.23,2459800.5,0.2194,1.319,1.03,12.22,22.1,249.7,262.7,1.61,0.6507,0.12,0
436324 (2010 GZ6),0.369,0.205,,19.44,2459800.5,0.144,1.401,1.2,44.84,199.43,73.96,90.33,1.6,0.5941,0.311,0
436325 (2010 GR7),0.452,0.378,,18.4,2459800.5,0.8458,1.831,0.282,24.15,157.57,191.99,317.96,3.38,0.3977,0.283,0
436568 (2011 HB53),,,,17.22,2459800.5,0.7024,2.365,0.704,29.98,83.74,351.06,63.66,4.03,0.271,0.272,0
436654 (2011 RR12),,,,19.29,2459800.5,0.3269,1.738,1.17,7.08,195,182.54,267.22,2.31,0.4303,0.171,0
436761 (2012 DN),2.773,0.013,,18.22,2459800.5,0.5931,2.236,0.91,19.95,143.3,247.27,102.82,3.56,0.2949,0.104,0
436763 (2012 FN52),,,,18.02,2459800.5,0.665,1.979,0.663,22.62,93.11,350.34,296.14,3.29,0.3541,0.301,0
436764 (2012 FB57),,,,19.47,2459800.5,0.397,2.02,1.218,5.18,121.54,40.47,224.05,2.82,0.3433,0.237,0
436771 (2012 JG11),,,,19.03,2459800.5,0.4324,0.9622,0.546,24.73,165.54,280.4,3.46,1.38,1.044,0.112,0
436775 (2012 LC1),,,5.687,16.53,2459800.5,0.7642,2.01,0.474,34.39,53.73,52.44,218.15,3.55,0.3459,0.218,0
437316 (2013 OS3),,,5.593,18.44,2459800.5,0.4687,1.829,0.972,29.89,297.61,224.7,355.33,2.69,0.3984,0.0788,0
437846 (1999 RJ27),,,,19.46,2459800.5,0.3523,1.479,0.958,25.78,170.29,64.35,342.5,2,0.5481,0.109,0
437879 (2001 RX11),1.82,0.044,,17.95,2459800.5,0.5472,2.763,1.251,13.09,343.71,307.87,209.39,4.27,0.2146,0.295,0
437908 (2001 XW266),,,,19.56,2459800.5,0.4516,2.285,1.253,4.61,205.72,90.15,21.96,3.32,0.2853,0.254,0
437965 (2003 AL73),,,,19.49,2459800.5,0.6945,2.542,0.777,9.65,217.33,336.39,282.9,4.31,0.2433,0.106,0
437994 (2003 UL12),1.078,0.2,,17.48,2459800.5,0.7025,3.282,0.976,19.81,192.76,275.25,44.2,5.59,0.1658,0.258,0
438017 (2003 YO3),,,,18.71,2459800.5,0.3662,1.45,0.919,24.61,291.38,168.75,226.2,1.98,0.5645,0.0578,0
438107 (2005 GY110),0.663,0.191,,18.36,2459800.5,0.686,1.849,0.581,12.64,294.62,169.13,337.95,3.12,0.3919,0.214,0
438116 (2005 NX44),,,,17.38,2459800.5,0.9076,2.215,0.205,36.59,308.92,215.12,84.29,4.23,0.2989,0.124,0
438317 (2006 JX),,,,19.89,2459800.5,0.2721,1.709,1.244,23.88,233.32,315.39,119.56,2.17,0.4411,0.296,0
438429 (2006 WN1),,,3.686,18.88,2459800.5,0.4508,2.1,1.153,4.02,239.17,93.61,106.5,3.05,0.3239,0.161,0
438430 (2006 WL3),,,8.47,20.1,2459800.5,0.2409,1.358,1.031,20.39,81.3,67.18,291.57,1.69,0.6228,0.161,0
438452 (2007 AS12),,,,19.25,2459800.5,0.244,1.51,1.142,21.01,126.29,266.88,195.77,1.88,0.5312,0.314,0
